症状a,症状b,label,index
精子成活率低,精子水状,0,13290
精液有血,精子有血,1,3677
包皮紧,包皮上起了小疙瘩,0,7395
睾丸下垂,睾丸皮松,0,1812
中途疲软,有时自己就软了,0,13417
阴茎增粗,阴茎会痒,0,13304
睾丸潮湿,睾丸凹凸出来,0,8074
睾丸萎缩,阴囊不痒,0,988
精液粘稠,精液很少,0,7100
有点发炎,有点像水,0,10564
小便出血,小便有泡沫,0,7948
睾丸挫伤,睾丸一个高一个低,0,16040
阴囊红肿,睾丸有点肿,1,7162
阴茎撕裂,阴茎会缩短,0,13262
尿等待,尿频?尿急,0,6043
阴茎过大,阴茎裂口,0,15029
有点肿,有点透明,0,8607
睾丸变小,睾丸肿胀,0,14870
小腹坠胀,下面潮湿?腰酸乏力,0,13127
龟头出不来,龟头不能外漏,0,5110
龟头有白色分泌物,尿道口有少许黄色晶体,0,8249
龟头红肿,龟头垢,0,4557
精子成活率低,精子成黄色,0,4905
阴茎有硬块,阴茎长了个疙瘩,0,7093
阴囊发凉,睾丸有些疼,0,15453
睾丸一个大一个小,睾丸很小,1,5605
尿道口流脓,白色的垢,0,10886
尿有异味,没分泌物,0,13994
包皮痒,包皮裂口子,0,10202
射精出血,老尿血,0,12548
阴囊肿大,阴囊凉凉,0,8198
排尿困难,想射射不出来,0,13717
硬度不够,勃起就疼,0,2140
阴茎增大,阴茎增大增粗,1,367
睾丸有点硬,睾丸微疼,0,11734
尿浑浊,尿尿的时候痛,0,3536
阴茎增大,阴茎太大,1,323
阴茎疼,jj疼,1,6401
阴茎有异味,阴茎不是很硬,0,5273
脱皮,脱皮??痒,1,15586
睾丸下垂,睾丸很凉,0,6364
阴茎疼,阴茎勃起不好,0,13663
龟头有红斑,龟头上有小疙瘩,1,12669
虚汗,腰酸背痛怕冷,0,11132
尿道有点痒,尿道上裂,0,7837
阴茎增大,阴茎总是硬,0,366
尿有灼热感,有点浓,0,1199
龟头溃烂,包皮发痒,0,13998
龟头充血不足,阴茎太敏感,0,1294
尿频,老想上厕所,1,8271
射精无力,量不多,0,5627
阴囊发凉,蛋蛋左侧,0,7310
包皮有点长,龟头过敏,0,11997
尿失禁,小便有血块,0,2039
阴茎增大,阴茎变长,0,308
阴茎有硬块,阴茎变大,0,8772
精液量少,精子稀疏,1,5684
龟头有红点,龟头出脓,0,613
尿道有点痒,小便发红,0,2542
精液量少,精子有味,0,11656
包皮垢,龟头感染,0,12803
睾丸潮湿,蛋蛋老是潮湿,1,14062
阴茎短小,勃起不太硬,0,16031
阴茎水肿,阴茎白斑,0,14246
尿道口红肿,小便时刺痛,0,2304
龟头出血,龟头没有感觉,0,10838
尿里有泡沫,尿尿快,0,12802
精液量多,就射了,0,6999
龟头红肿,阴茎瘙痒,0,4065
长疙瘩,小肉点,1,5738
尿不尽,小便时分叉,0,2476
阴茎撕裂,阴茎能拉长,0,10351
尿浑浊,尿口疼,0,8104
包皮有点长,龟头潮湿,0,10884
有异味,有点下垂,0,6084
尿频,尿尿都疼,0,5625
尿道流白色液体,尿中有红细胞,0,8344
囊肿,有点尿血,0,1641
阴茎有硬块,阴茎太细,0,4335
没有晨勃,早上很硬,0,2794
记忆力减退,精神很不好,0,99
阴囊发凉,睾丸潮,0,15893
精子有颗粒,射精慢,0,13694
睾丸下垂,睾丸特别凉,0,8420
阴茎撕裂,阴茎起不来,0,1099
前列腺疼,前列腺稍微增大,0,4705
记忆力减退,虚汗多梦,0,51
射精痛,射精后感觉很累,0,6009
龟头出血,龟头有小疙瘩,0,14567
睾丸有异味,睾丸外皮痒,0,12166
黄色的,有点儿硬,0,8932
龟头出血,龟头紫色,0,3646
睾丸有点硬,睾丸感觉疼痛,0,11369
龟头痒,龟头上有黑斑,0,8447
龟头有水泡,小小水泡?,0,4147
尿有异味,白的分泌物,0,15661
龟头出血,龟头有点歪,0,2514
性欲减退,射精无力?阴囊潮湿,0,10404
有点发炎,有点不硬,0,1781
精液像果冻,精液很黄,0,3533
性欲减退,射精有血?,0,15639
包皮痒,包皮上有小白点,0,12126
睾丸一个大一个小,睾丸囊肿???,0,8413
龟头脱皮,龟头上有红斑点,0,13618
红肿,生殖器特别痒,0,8569
粉刺,白色渣渣,0,9200
精液量多,精液透明色,0,10871
龟头疼,龟头发红,0,4454
性欲减退,射精没感觉,0,8386
阴囊发凉,睾丸左边大,0,11397
包皮紧,包皮肿,0,10759
尿道流白色液体,流出透明液体,0,7995
精液量少,精子头部畸形,0,14164
龟头上有黑点,龟头肿大,0,2720
包皮有点长,包皮长?,1,8792
阴茎有硬块,阴茎蚤痒痒胀,0,11805
肉芽,红色斑,1,5809
脱皮,生殖器很热,0,9913
尿有异味,尿黄有泡,0,1264
有异味,有点尿曲线,0,15112
记忆力减退,疲乏无力,0,83
龟头脱皮,龟头增大,0,9667
包皮紧,包皮红肿,0,12736
肥大,前列腺发炎,0,6519
虚汗,身体出虚汗,1,14398
包皮水肿,包皮有水肿,1,3319
不射精,勃起不来,0,3975
淋巴结肿大,睾丸有时疼痛,0,11768
阴茎过大,阴茎勃起时往右弯曲,0,14082
睾丸潮湿,阴郎潮湿,0,11360
精液像果冻,精子有黄色的果冻状,1,7043
性欲减退,射精较快,0,1747
龟头疼,龟头明感,0,6959
没有以前硬,勃起刺激就射了,0,5908
睾丸有异味,大腿根部潮湿有异味,1,11947
尿多,尿尿点巴巴,0,8967
脱皮,红斑,0,1671
尿道口刺痛,尿道口灼热,0,1848
龟头疼,龟头起小红疙瘩,0,3411
龟头上有黑点,龟头长红点,1,12416
排尿困难,尿尿不疼,0,1236
阴茎短小,阴茎勃起不坚,0,209
下体有异味,生殖器缩小,0,1383
龟头结痂,包皮发痒,0,8254
龟头痒,龟头漏出,0,10610
精液有血,精液有颗粒发黄,0,8802
睾丸疼,腹部疼痛,0,3005
阴茎有硬块,阴茎弯曲,0,11120
尿急,尿尿的时候会疼,0,11533
精液粘稠,精子活动低,0,4331
尿黄,小便不净,0,7864
精液有异味,精液中有血丝,0,6721
阴囊红肿,睾丸变硬,0,2771
阴茎扭转,阴茎阴囊发凉,0,573
阴囊脱皮,阴囊里面有东西,0,11651
精液发黄,精子里有血,0,13088
硬度不够,勃起时间变短,0,15048
尿有异味,小便时疼,0,7588
阴茎增大,阴茎短,0,301
尿痛,小便时疼痛,1,16154
龟头有红点,龟头小会变火,0,2145
龟头有小痘痘,龟头发白,0,12132
早射,硬了很快就软了,0,13319
尿痛,小便泡沫多,0,15796
尿分叉,小便发涨,0,10533
龟头敏感,龟头感觉特别敏感,1,2158
尿不尽,老想小便,1,6800
精液发黄,精液跟水一样,0,10744
阴囊发凉,睾丸还疼,0,10835
包皮痒,包皮里有污垢,0,11809
尿道口红肿,尿道管痛,0,8706
尿等待,尿急尿分叉,0,10659
龟头有红斑,龟头上有几个小红点,1,9022
长疙瘩,红色小包,1,10604
龟头充血不足,鸡巴敏感,0,615
硬度不够,勃起不正常,0,3985
阴茎过大,阴茎上涨痘痘,0,4794
阴茎折断,阴茎勃不起来又短小,0,4725
记忆力减退,腰酸倒,0,45
射精痛,右边小腹疼痛,0,7505
钙化,尿液浑浊发黄,0,13101
龟头出不来,龟头会疼,0,12022
阴茎有异味,阴茎不易勃起,0,8148
阴囊脱皮,潮湿瘙痒,0,9092
阴茎增大,阴茎太短,0,312
精子有颗粒,射精次数少,0,5902
有异味,有点小了,0,13024
睾丸有点硬,睾丸伤,0,11775
阴茎短小,勃起不缓,0,269
性欲减退,射精也快,0,12778
死精,精子很希,0,2315
尿失禁,小便最后几滴有血,0,14064
睾丸一个大一个小,睾丸老是疼,0,8423
溃疡,有点脱皮,0,15750
小便出血,尿尿特别黄,0,13514
尿不尽,老有尿意,0,2808
小腹疼,左腹疼痛,1,8910
阴囊有疙瘩,睾丸皮上长了个疙瘩,1,8339
早射,几秒钟就射了,1,10921
尿不尽,尿完还有尿感,1,3637
精液像果冻,精子活率低,0,12696
龟头流脓,龟头冰凉,0,6058
尿胀,尿尿有点热,0,7003
阴茎弯曲,龟头供血不足,0,15481
阴茎扭转,阴茎变大变长,0,12001
睾丸下垂,睾丸萎缩?,0,5001
囊肿,有点撕裂,0,14866
硬不起来,勃起次数少,0,7023
粉刺,白色点点,1,4313
阴茎增粗,阴茎海绵体充血不足,0,1056
阴茎疼,jj短,0,14885
精液有异味,精液有腥味,1,7638
阴囊脱皮,睾丸大一个小,0,15229
硬不起来,一起硬不起来,1,631
有点发炎,有一点脓,0,15164
死精,精子发黄成果冻状,0,15342
肉芽,小肉,1,4484
龟头有珍珠疹,龟头有点发红,0,10337
钙化,白色的浓,0,15814
包皮垢,包皮有小红点,0,1922
精子成活率低,精子很少,0,11712
死精,精子透明色,0,15692
有点红,挠破皮了,0,11209
龟头有白色分泌物,尿道口不红肿,0,14756
龟头有小痘痘,龟头冠沟有白色的东西,1,14238
手脚冰凉,流虚汗,0,3494
睾丸痒,睾丸缩小,0,4220
睾丸痒,睾丸有时疼,0,13003
不射精,勃起次数少,0,8839
龟头疼,龟头干裂,0,3991
尿等待,尿黄尿频尿急,0,11302
龟头溃烂,龟头有红肿,0,4293
尿频,上厕所疼,0,15655
阴囊红肿,睾丸特别痛,0,15277
包皮紧,包皮比较长,0,3165
睾丸变小,睾丸很小,0,10704
龟头出不来,龟头有时插阴道软,0,15440
尿痛,小便时刺痛,1,4896
前列腺疼,前列腺钙化灶,0,16055
阴茎短小,勃起时候不够硬,0,12078
有点肿,有点遗尿,0,8044
尿分叉,小便颜色很深,0,15036
龟头充血不足,阴茎特别敏感,0,6554
精液量少,精液透明,0,6940
阴囊有疙瘩,一圈小疙瘩,0,10003
龟头敏感,敏感度高,1,8593
尿痛,小便泡泡多,0,7617
龟头溃烂,龟头漏不出来,0,15024
尿多,小便很黄,0,2000
有点肿,左侧股沟疼痛,0,7242
龟头灼热,阴茎根部痒,0,4140
有异味,有点红了,0,1721
有点红,有点味,0,13305
尿痛,小便有刺痛,1,13032
阴囊脱皮,睾丸缩小,0,3884
尿胀,小便刺疼,0,15374
尿道有点痒,尿道口痒,1,9996
虚汗,浑身发冷,0,15042
阴茎水肿,阴茎快速增大,0,5940
阴茎有硬块,阴茎上有白色的颗粒,1,1870
龟头疼,龟头边缘发红,0,13047
睾丸变小,睾丸外皮痒,0,1904
睾丸有点硬,睾丸隐隐作痛,0,13270
睾丸痒,睾丸坠痛,0,11864
包皮红肿,龟头有点肿,1,2959
没有以前硬,硬度不够??,1,4086
尿道口刺痛,尿道口有浓,0,6458
不射精,射精时间短,0,7155
黄色的,有点困难,0,6243
龟头有小疙瘩,龟头起皮,0,3556
死精,精子是黄色的?,0,15713
射精无力,射精无力没快感,1,9427
粉刺,白色的果冻,0,13594
龟头流脓,龟头起小红疙瘩,0,9198
龟头有珍珠疹,龟头刺痒,0,11313
小便出血,尿尿有点热,0,8412
包皮痒,包皮挺长,0,4372
早射,老丁想射精,0,6379
下面痒,龟头有一个红点,0,11215
龟头灼热,阴茎有些痒,0,5375
精液像水一样,精子死,0,13122
包皮垢,包皮稍长,0,8495
阴茎增粗,阴茎也短小,0,15408
硬不起来,勃起不坚硬,0,10388
阴囊肿大,阴囊血肿,1,10445
尿黄,尿尿发黄,1,13945
龟头发紫,龟头起小红点,1,14540
尿无力,排尿无力,1,4248
阴茎增大,阴茎冰凉,0,363
睾丸肿大,睾丸腾,0,6668
精液像水一样,精液成果冻状,0,14385
阴茎折断,阴茎特别小,0,4326
射精痛,射精咖啡色,0,4468
精液有异味,精子成块状,0,1517
尿道口流脓,黄色东西,0,13643
阴囊痒,阴囊有点潮,0,10625
龟头脱皮,冠状沟有红点,0,13453
黄色的,特别快,0,10532
精液量少,精液很少,1,9062
下体有异味,生殖器血管破裂,0,5523
睾丸潮湿,阴囊湿热,0,11736
龟头敏感,敏感度强,1,8790
龟头流脓,龟头小,0,3671
有点红,有点发黄,0,12029
睾丸挫伤,睾丸里有个疙瘩,0,11781
性欲减退,射精黄色,0,5967
尿频,感觉湿,0,12824
龟头灼热,阴茎不是很硬,0,10189
睾丸痒,睾丸会痛,0,15550
尿多,小便不净,0,9237
尿道有点痒,少许分泌物,0,14414
龟头有红斑,龟头裂口,0,5740
射精痛,射精是果冻,0,12090
阴囊红肿,精索静脉扩张,0,1601
睾丸肿大,睾丸皮上长了个疙瘩,0,14699
阴囊红肿,睾丸很疼,0,10929
小肉球,硬疙瘩,1,9821
长疙瘩,长个小疙瘩,1,3602
尿痛,小便的时候有点疼,1,2172
龟头出不来,龟头肿了,0,3662
小肉球,紫色的疙瘩,1,16110
长疙瘩,起红疙瘩,1,11588
包皮水肿,包皮痒?肿,1,3353
尿不尽,小便很浑浊,0,10613
包皮垢,龟头包皮长,0,10207
龟头流脓,龟头肿胀,0,1045
龟头灼热,阴茎溃疡,0,14842
精液量多,精子稀水,0,14819
精液粘稠,没精子,0,4587
包皮有点长,龟头一碰就疼,0,5976
尿失禁,小便费力,0,15087
阴茎增粗,阴茎勃起不足,0,5274
阴茎撕裂,阴茎经常勃起,0,9195
尿不尽,尿急尿等待,0,6266
有异味,有点皮,0,680
睾丸肿大,睾丸过小,0,13100
尿浑浊,拉尿,0,11445
脱皮,阴部发白,0,10869
尿浑浊,尿尿痒,0,5634
精液发黄,精液呈土黄色,1,7793
尿多,小便发热,0,2289
阴茎短小,勃起就疼,0,229
睾丸挫伤,睾丸变小,0,12376
阴茎扭转,阴茎勃不起,0,9323
睾丸扭转,睾丸微疼,0,10526
阴茎短小,勃起来一会就软了,0,8905
溃疡,有点尿曲线,0,12142
不射精,勃起慢,0,5982
阴茎增粗,阴茎能增大,0,427
尿道有点痒,尿道有刺痛,0,10820
包皮有点长,包皮后水肿,0,4103
龟头痒,龟头又大又硬,0,14208
精子有颗粒,射精不痛快,0,2100
阴茎短小,勃起来缺不硬,0,6661
阴茎扭转,阴茎向下弯曲,1,555
阴茎增粗,阴茎有味道,0,1289
红肿,生殖器流白色液体,0,14296
龟头灼热,阴茎有异味,0,6424
精液有血,精液透明,0,1621
精液粘稠,精子淡黄色,0,12691
钙化,白色得,0,3001
小肉球,长了个疙瘩,1,4199
睾丸一个大一个小,睾丸里有积液,0,5592
龟头痒,龟头上有红疹子,0,4253
脱皮,生殖器不疼,0,11510
龟头充血不足,阴茎溃疡,0,11748
阴囊脱皮,睾丸有潮湿,0,987
阴囊发凉,睾丸皮上都要毛,0,10698
精液有异味,精液程褐色,0,9448
阴茎撕裂,阴茎有包皮破损,0,10170
睾丸变小,睾丸大了,0,2419
龟头流脓,龟头有点痛,0,14168
红肿,包皮起了好多疙瘩?尿道口红肿,0,7169
睾丸萎缩,阴囊收缩凉,1,1957
性欲减退,射精感觉少,0,2687
死精,精子偏黄,0,15763
死精,精子特别多,0,10193
阴囊发凉,睾丸也疼,0,15757
尿等待,排尿很痛,0,10342
阴囊发凉,睾丸一边疼,0,10575
尿里有泡沫,尿尿有灼烧感,0,1645
龟头有水泡,鬼头上有红疙瘩,1,1893
阴囊痒,外阴阴蹄瘙痒,1,10850
尿等待,尿等待尿频,1,2071
尿分叉,小便潜血,0,15451
红肿,阴部瘙痒,0,773
阴茎增粗,阴茎向左弯曲,0,12127
尿频,总是有尿意,1,8152
阴囊痒,大腿内侧疼,0,6087
阴茎弯曲,阴茎长长,0,13361
尿频,感觉下坠,0,12105
睾丸变小,睾丸有个小囊肿,0,4142
阴茎扭转,阴茎老是勃起,0,547
精液有血,精子是红色的,1,4343
包皮紧,包皮为半包,0,13573
睾丸胀,睾丸涨痛,1,10260
阴茎过大,阴茎海绵体萎缩,0,7434
尿黄,发黄晶体,0,11130
阴囊红肿,睾丸红肿,1,12541
长疙瘩,痘痘,1,841
没有以前硬,硬的时间短,0,2262
尿无力,尿不尽尿频,0,13299
尿急,射精控制不住,0,6438
阴茎扭转,阴茎是弯的,1,3364
有点肿,有点?精神失落,0,14738
尿多,尿尿发红,0,5842
睾丸痒,睾丸凉,0,6954
龟头有红斑,龟头下面一圈肉,0,15845
包皮红肿,包皮有点发炎,1,11871
精子成活率低,精子很多,0,12882
龟头上有黑点,龟头有酥麻感,0,15307
龟头有红点,龟头就疼,0,9271
阴茎有异味,阴茎背部有一天小横线特别硬,0,1810
精液像果冻,精子量很少,0,8980
尿道口流脓,白白的豆腐渣,0,13460
精子有颗粒,射精流血,0,5208
不孕,不能脖起,0,3786
龟头灼热,阴茎发凉,0,6759
尿浑浊,尿里有白色沉淀物,0,6947
尿多,小便有异味,0,3927
包皮红肿,龟头瘙痒有异味,0,4579
睾丸痒,睾丸刺痛,0,15557
小腹疼,左边腰酸疼,0,12944
尿道口红肿,念叨刺痛,0,15752
睾丸有异味,睾丸没有下垂,0,10370
尿道流白色液体,撒尿疼痛,0,8825
尿道有点痒,小便尿道刺痛,0,4665
黄色的,特别虚弱,0,9336
阴茎疼,鸡鸡变粗变大,0,9518
黄色的,有点灼热,0,989
尿道口红肿,小便结束有刺痛,0,6842
射精痛,小便疼痛,0,11764
钙化,尿液多,0,3482
尿多,小很多,0,12991
下面痒,大腿根处潮湿,0,12964
阴茎弯曲,阴茎有点弯曲,1,11996
小便出血,小便痒,0,2074
龟头上有黑点,龟头有红点痒,1,2838
尿里有泡沫,小便炽热,0,15613
龟头出血,龟头泛白,0,4159
尿量少,尿好几次尿吧尿不多,1,3156
龟头上有黑点,龟头有水肿,0,7379
精子成活率低,精子发黄,0,3664
精液粘稠,精子多,0,7011
尿不尽,排尿次数多,0,8573
包皮有点长,包皮痛,0,2756
精液量多,3分钟就射了,0,13322
粉刺,白色分沁物,0,15442
早射,一分钟就射了,1,9565
睾丸有点硬,睾丸上有硬块,1,13925
钙化,小便绿色,0,4109
尿浑浊,小便的时候有点刺痛,0,3736
尿道口刺痛,尿道口红里面黑红,0,10920
尿频,尿尿的时候会疼,0,10236
阴囊脱皮,阴囊不痒,0,15566
睾丸有异味,下体有点疼痛,0,13963
龟头痒,龟头不是很硬,0,5524
龟头流脓,龟头有点儿痒,0,7318
射精无力,射精留了好多血,0,15102
早射,两分钟就软了,0,12716
睾丸潮湿,阴囊掉皮,0,15969
下面痒,大腿内侧有红点,0,4183
粉刺,白色黏黏,0,3819
精液粘稠,精子很少,0,9351
阴茎短小,射精快不勃起,0,12164
精子有颗粒,射精没出来,0,12744
阴囊肿大,阴囊发痒,0,14364
尿里有泡沫,小便完流出白色果冻装,0,13233
龟头流脓,龟头上有一个小红点,0,15030
阴茎水肿,阴茎根部疼,0,8529
阴茎扭转,阴茎勃起不好,0,12257
龟头有水泡,龟头上有个红点,1,16043
阴囊痒,阴囊湿,0,11029
钙化,白色透明液体,0,15081
龟头结痂,包皮瘙痒,0,7427
龟头有红点,阴茎上有小水泡,1,3171
黄色的,有点粘,0,2305
睾丸下垂,睾丸囊肿???,0,11487
下面痒,瘙痒刺疼,0,14941
精液有血,精子黄色,0,116
阴囊发凉,睾丸有硬块,0,789
阴囊脱皮,阴囊肿胀,0,10243
精子有颗粒,块状,0,1600
钙化,白色的脏东西,0,5623
射精无力,射精完了很累,0,15542
精液量少,精子发黄呈果冻状,0,9133
粉刺,白色颗粒状东西,1,5981
尿道有点痒,尿道口发红,0,13924
睾丸肿大,睾丸出汗,0,4257
龟头充血不足,龟头脱离,0,2949
龟头发紫,龟头外一圈总有白的东西,0,15630
尿黄,小便带血,0,7842
硬不起来,勃不起来,0,1103
尿不尽,排尿不痛,0,9412
包皮有点长,龟头白色垢,0,8958
射精无力,射精特别快,0,12003
精液粘稠,精子果冻,1,13055
尿急,尿尿混浊,0,16233
睾丸有异味,睾丸潮湿有味,1,12677
精液量多,1分钟就射了,0,10740
阴囊发凉,睾丸特别疼,0,4871
阴囊脱皮,阴囊肿,0,5776
阴茎弯曲,阴茎太粗,0,16083
脱皮,下面有味,0,12284
死精,精子少射的还快,0,13912
溃疡,有点尿白,0,1571
灼热,刺痒感,0,13812
精液有血,精子果冻状,0,111
精液像果冻,精子头部畸形,0,9150
龟头出不来,龟头刺痛,0,15977
龟头灼热,阴茎回血快,0,10035
包皮水肿,包皮上起小包,0,7992
包皮有点长,龟头弯曲,0,11410
阴囊肿大,阴囊有时痒,0,12055
有点发炎,有点胖,0,4559
尿量少,尿的艳色,0,10802
龟头有红斑,龟头很红,1,11405
淋巴结肿大,睾丸起皮,0,13686
囊肿,有点疼,0,14568
粉刺,白泥一样的东西,0,12386
阴茎短小,勃起硬度很好,0,16139
龟头敏感,龟头敏感下降,0,8296
尿道口流脓,白色粉刺,0,10803
精液有血,精子有果冻状,0,161
尿失禁,小便龟头很痛,0,14888
阴茎弯曲,阴茎不起而射精,0,9056
记忆力减退,记忆力有下降,1,85
精液有血,精子淡黄,0,7130
龟头流脓,龟头上有红斑,0,2330
脱皮,有点小红点,0,994
精子有颗粒,射精有一点点血,0,7476
包皮有点长,包皮中下痒,0,5221
尿频,尿尿不出来,0,7449
睾丸萎缩,睾丸皮疼,0,2041
龟头充血不足,反应会特别敏感,0,13150
精液有异味,精液稀少,0,10274
小腹疼,右侧肚子疼,1,3996
包皮有点长,龟头上和皮,0,11682
龟头有白色分泌物,尿道口发白,0,1697
红肿,长了几个红点,0,4760
包皮有点长,包皮处发红,0,9021
阴囊痒,大腿内侧发红,0,11815
中途疲软,硬两三分钟就不硬了,1,3627
阴茎有异味,阴茎回缩,0,14507
睾丸变小,睾丸有点小,1,2614
早射,频繁的遗精,0,12152
尿里有泡沫,尿尿带血,0,13436
睾丸挫伤,睾丸疼?,0,8067
睾丸痒,睾丸很凉,0,5799
包皮紧,包皮很短,0,15632
尿频,JJ没有感觉,0,786
阴茎疼,阴茎细和短,0,1591
睾丸潮湿,阴囊有潮湿感,1,3957
精子成活率低,死精子,1,2204
龟头有珍珠疹,龟头溃烂,0,12002
精液有异味,精子发黄果冻状,0,7146
龟头出血,龟头有异味,0,5146
尿黄,尿尿有沫,0,5610
龟头有颗粒,黄色的精子,0,9819
尿道口刺痛,尿道瘙痒,0,9734
阴囊肿大,阴囊上有很多小点点,0,8805
有点发炎,有点像淘米水,0,8702
龟头上有黑点,龟头发红,0,10253
尿道流白色液体,尿蛋白??,0,9547
龟头有小疙瘩,阴茎有臭味,0,2242
阴茎扭转,阴茎静脉漏,0,513
肉芽,红色的小痘痘,1,2529
尿浑浊,小便上面老疼,0,15086
小肉球,长了一个痘痘,1,5924
射精出血,精液带血,1,2215
阴茎增大,阴茎勃走来10分钟软了,0,1242
脱皮,发红,0,9458
龟头痒,龟头上有红疹,0,8064
尿胀,小便不长,0,2200
尿痛,小便有点多,0,14841
早射,动几下就想射,1,9829
有点疼,发红疼痛,1,11060
没有以前硬,勃起时向上弯曲,0,1814
尿里有泡沫,尿里面有泡沫,1,10278
阴囊发凉,蛋蛋下面,0,16085
手脚冰凉,腰酸背痛怕冷,0,15473
腰酸乏力,神疲乏力,0,6455
尿道有点痒,偶尔小量透明分泌物,0,1040
精液有血,精液成黄色,0,608
钙化,尿液有白色沉淀物,0,15205
小腹疼,肚子有点胀,0,10054
精液有血,精液不黄,0,6636
硬度不够,不坚,1,8565
睾丸变小,睾丸坠痛,0,9392
射精痛,射精都有很多块,0,12490
龟头上有黑点,龟头上有小白点,1,8290
精液量少,精子像水一样,0,1932
精液有血,精液不液化,0,118
有点红,有点透明,0,5751
龟头有白色分泌物,尿道口有一小圈红,0,4052
睾丸肿大,睾丸疼痛,0,10332
精液有血,精液粘稠,0,137
睾丸有点硬,睾丸特别疼,0,8578
硬度不够,硬度不够硬,1,11414
阴囊痒,下腹下长了个疙瘩,0,9071
尿道口红肿,小便时尿道刺痛,0,6457
小便出血,尿有味,0,15318
阴茎过大,鸡巴太大,1,3531
睾丸扭转,睾丸黏膜脱落,0,10626
不射精,勃起特快,0,3350
阴囊痒,阴囊溃烂?出水,0,3092
精液有异味,精子里面有血,0,7280
尿道流白色液体,尿尿有白色,1,6839
阴茎增粗,阴茎痛,0,2731
龟头上有黑点,龟头不光滑,0,6706
阴茎增粗,阴茎尾损,0,5832
精子有颗粒,果冻装,0,5880
阴茎弯曲,阴茎血管堵塞,0,5599
精子有颗粒,射精很稀,0,5561
粉刺,尿液有白色的东西,0,7147
阴茎增粗,阴茎皮破了,0,14701
阴茎有异味,阴茎短小包皮,0,9622
睾丸变小,睾丸不发育,0,12668
尿浑浊,小便时分叉,0,15965
阴茎扭转,阴茎变长,0,2737
龟头敏感,龟头敏感早泄,1,1392
精子成活率低,精子是黄色,0,6514
精液像果冻,精液白色,0,14009
睾丸痒,睾丸皮脱皮,0,6726
龟头有红斑,龟头有小痘痘,1,7652
尿道口流脓,尿道口有点红肿,0,13641
龟头灼热,阴茎包皮过长,0,9686
