症状a,症状b,label,index
尿道口刺痛,尿道有灼热感,0,2799
阴囊有疙瘩,龟头上有一个小红点,0,11513
增生,前列腺肥大排尿困难,0,12051
肉芽,红色的小疙瘩,1,12583
阴茎疼,鸡鸡不硬,0,8308
龟头有小痘痘,龟头有红色斑点,1,6632
溃疡,龟头凉,0,881
精液发黄,精子颜色发黄,1,11086
包皮水肿,包皮也痒,0,7794
睾丸一个大一个小,睾丸特别凉,0,8136
包皮水肿,阴茎变短,0,5994
有点红,有点累,0,12589
小腹坠胀,小腹微胀,1,14899
龟头有红斑,龟头麻木,0,9736
睾丸变小,睾丸有下坠,0,3792
中途疲软,射完就软了,1,3413
睾丸疼,阴囊下坠,0,8638
尿里有泡沫,尿尿偶尔分叉,0,10441
睾丸肿大,睾丸发凉,0,6694
粉刺,白色的点,1,2498
龟头出不来,龟头小会变火,0,2512
尿急,尿尿很少,0,1449
阴茎过大,阴茎发红发痒,0,13264
精液量少,精液土黄色,0,6699
阴茎折断,阴茎坏死,0,842
阴囊红肿,睾丸起皮,0,12238
阴囊发凉,睾丸上有个肉疙瘩,0,8503
下面痒,龟有脱皮,0,1510
睾丸扭转,睾丸外皮松弛,0,5806
睾丸潮湿,睾丸疼,0,13902
中途疲软,勃起不硬射精快无力,0,12135
精液粘稠,精子凉,0,2246
阴茎增粗,阴茎太敏感,0,448
尿分叉,小便时间长,0,6127
龟头有小疙瘩,阴茎发热,0,14427
尿道有点痒,脱皮分泌物,0,11539
龟头发紫,龟头有红色斑点,0,10310
精液量多,精子活力差,0,10432
龟头红肿,阴茎增长,0,5664
睾丸有异味,睾丸发黏,0,7420
龟头有小痘痘,龟头有疙瘩,1,7918
阴茎短小,勃起有点慢,0,272
龟头出血,龟头有皱纹,0,1805
阴茎撕裂,阴茎不勃起,0,2025
龟头出不来,龟头太明感了,0,803
睾丸胀,睾丸涨疼,1,13187
阴囊发凉,睾丸没有下垂,0,5668
阴茎弯曲,阴茎上有小水泡,0,1479
阴茎折断,阴茎很小,0,9033
阴茎扭转,阴茎勃起不够硬,0,12482
尿不尽,尿不带血,0,13901
射精痛,射精射的快,0,10912
记忆力减退,双腿乏力,0,71
精液有血,精液有点黄,0,125
睾丸变小,睾丸偶尔隐痛,0,11800
龟头有颗粒,白色黏液,0,2551
没有以前硬,勃起不够坚挺,0,2513
阴囊脱皮,阴囊会潮湿,0,7413
精液粘稠,精子活力低,0,7034
下体有异味,无异味,0,15244
睾丸肿大,睾丸下坠疼,0,2659
阴茎水肿,阴茎皮痒,0,6956
溃疡,有点想尿,0,14554
龟头脱皮,龟头不够硬,0,7086
增生,前列腺串刺,0,12244
阴囊发凉,睾丸太小,0,9896
龟头出不来,龟头涨涨,0,1023
小便出血,尿尿的时候疼,0,14107
精液有异味,精液红,0,721
精液发黄,精子像水,0,2379
睾丸有点硬,睾丸上有个疙瘩,0,2347
尿量少,尿尿有点不痛快,0,9924
龟头有珍珠疹,龟头软的不射精,0,16102
睾丸萎缩,阴囊肿胀,0,11416
溃疡,有点尿就痛,0,7568
阴囊发凉,蛋蛋朝湿凉凉,1,1590
阴茎增大,阴茎变大,1,11586
阴囊痒,大腿根部瘙痒,1,16047
排尿困难,尿困难,1,13271
龟头痒,龟头特别痒,1,13789
记忆力减退,精神不佳,0,33
记忆力减退,记忆力有点下降,1,54
龟头发紫,龟头红红,1,6918
睾丸萎缩,睾丸发育不良,0,11975
包皮有点长,包皮内侧痒痒,0,5705
钙化,白色异物,0,8988
包皮红肿,包皮上有溃疡,0,15427
尿道有点痒,尿道口有血,0,10292
睾丸胀,睾丸大一个小,0,7071
龟头结痂,龟头有小颗粒,0,8381
精液像果冻,精子像水,0,15574
睾丸疼,睾丸不生精,0,9157
有异味,有点分泌物,0,14233
阴茎增粗,阴茎弯曲,0,394
早射,手摸就想射,1,15703
龟头痒,龟头很疼,0,11700
睾丸肿大,睾丸脱皮,0,4361
龟头灼热,阴茎变短,0,9468
长疙瘩,毒疙瘩,1,3065
尿无力,小便不疼,0,9624
精液像水一样,精子多,0,14847
睾丸变小,睾丸突然疼痛,0,13610
睾丸胀,睾丸槽湿,0,3097
阴囊脱皮,大腿根部疼痛,0,8801
精液量多,射的太快,0,10725
尿多,小便后包皮有点痒,0,3418
射精无力,射精控制不住有,0,12932
睾丸痒,睾丸下坠,0,13647
有异味,有腥味,1,11267
脱皮,外皮破皮,0,13089
龟头有红点,龟头有小红点,1,6070
包皮痒,包皮包住,0,15669
精子有颗粒,射精完了很累,0,4775
龟头敏感,龟头裂口,0,11082
阴茎扭转,阴茎萎缩,0,9242
尿道流白色液体,龟头上老有白色的东西,0,12616
龟头敏感,敏感高,1,11106
硬度不够,勃起比较慢,0,13323
射精痛,射精时疼痛,1,1794
死精,精子里面带血,0,10484
硬度不够,勃起不硬,1,12182
睾丸挫伤,睾丸有点胀痛,0,13933
有异味,异味大,1,2736
囊肿,有点尿就痛,0,3449
射精无力,射精流血,0,15997
包皮红肿,龟头上有点红点,1,2849
阴茎有异味,阴茎长歪,0,12873
尿浑浊,尿尿有氨水味,0,6833
尿量少,射一点点,0,611
阴茎短小,勃起次数少,0,4603
阴囊发凉,睾丸酮分泌失调,0,11943
睾丸扭转,睾丸右边疼,0,924
包皮垢,包皮上有血管,0,4390
尿频,尿尿慢,0,6633
包皮有点长,包皮口变小,0,10365
龟头结痂,龟头有红点,0,2875
龟头充血不足,生殖器萎缩,0,8164
龟头出血,龟头白色分泌物,0,11511
龟头出不来,龟头发白没有血色,0,3004
睾丸胀,睾丸凉凉,0,11218
有点疼,排尿无痛感,0,7030
睾丸有点硬,睾丸有点痛,0,8209
精子成活率低,精子活力低,0,7547
阴茎增粗,阴茎包皮长,0,6155
硬不起来,硬度不够硬,0,12837
睾丸疼,右睾丸肿大,0,12906
死精,精子存活力低,1,3061
龟头出不来,龟头粘连,0,9317
睾丸胀,睾丸一个疼,0,5411
尿道口流脓,尿道口水肿,0,11798
射精出血,性生活不太好,0,1041
阴茎扭转,阴茎细小,0,5681
性欲减退,射精无快感无力,0,1741
包皮水肿,包皮捏起来有很多多余的皮,0,1896
小腹疼,右侧小肚子疼,1,811
包皮红肿,包皮短小,0,15097
龟头出血,龟头上有一个小红点,0,15778
尿痛,小便炽热,0,6783
前列腺疼,前列腺回声欠均,0,12124
龟头红肿,龟头凉,0,15055
睾丸疼,右下腹部疼痛,0,13525
阴茎撕裂,阴茎有些短小,0,11241
睾丸变小,睾丸总是疼,0,7661
龟头红肿,龟头一圈红肿,1,5002
龟头有小痘痘,龟头有些红,0,6447
阴茎增大,阴茎受伤,0,9312
尿有异味,尿道口有白色分泌物,0,14443
尿道口红肿,尿发红,0,9352
龟头红肿,阴茎白斑,0,6807
尿频,尿频腹胀,1,12535
尿不尽,小便有点分叉,0,11648
尿胀,尿尿热,0,13864
龟头红肿,龟头掉皮,0,12863
阴茎过大,阴茎系带处水肿化脓流脓有臭味,0,2691
阴茎增粗,阴茎硬结,0,441
钙化,尿里泡沫,0,3760
尿浑浊,总有尿感,0,7710
阴茎短小,勃起不痛,0,14960
尿分叉,小便后滴血,0,9394
阴茎短小,勃起挺困难,0,5717
阴茎增粗,阴茎静脉受损,0,2295
精子成活率低,精子有点红,0,4767
睾丸有点硬,左侧睾丸隐痛,0,8348
龟头有小疙瘩,阴茎长小疙瘩,1,10128
阴囊痒,阴囊总是潮湿,0,15289
阴茎增大,阴茎不长,0,368
龟头痒,龟头小疙瘩,0,15372
龟头敏感,龟头会痛,0,13923
尿急,小便多次数多,0,7388
尿黄,小便一直发黄,1,15275
尿无力,大便的时候滴白,0,5373
阴茎增大,阴茎很短,0,359
阴茎扭转,阴茎向左歪,1,5652
小腹疼,大腿根疼痛,0,15704
精液发黄,精子流出,0,6756
包皮红肿,龟头有很多红点,1,1713
包皮红肿,龟头上面有不少小嘎子有点红,1,3334
龟头发紫,龟头呈紫色,1,5482
尿浑浊,小便泡沫多,0,4504
阴茎短小,勃起的快,0,8871
阴茎增大,阴茎发育不良,0,327
睾丸潮湿,阴囊阴囊潮湿,1,9007
尿道口红肿,小便无力?刺痛,0,3830
睾丸下垂,睾丸肥大,0,3813
睾丸一个大一个小,睾丸发胀,0,5462
小腹疼,慢性盆腔疼痛,0,7581
尿急,小便有血,0,13405
龟头痒,龟头上长红点,0,9765
早射,射精频繁,0,5971
睾丸扭转,睾丸比较小,0,7005
性欲减退,射精就痛,0,6375
前列腺疼,前列腺钙化斑,0,6866
精子成活率低,精子里面有黑,0,1679
精液有血,精液死精,0,5136
下体有异味,生殖器变大,0,14110
包皮垢,包皮红肿,0,5644
阴茎弯曲,阴茎白斑,0,3815
尿道口红肿,尿道口有点红仲,1,15054
龟头有小痘痘,龟头坏死,0,15499
中途疲软,做爱做着就软了,1,14402
前列腺疼,前列腺轻度增大,0,13673
尿不尽,小便的时候分叉,0,2325
睾丸疼,尿尿时疼痛,0,5483
阴茎增粗,阴茎海绵体受伤,0,3820
有点肿,有点肿胀,1,14202
阴囊脱皮,睾丸有点胀痛,0,4746
阴茎水肿,阴茎勃起有时候很硬,0,10583
尿浑浊,小便的时候有点疼,0,7783
增生,前列腺太硬,0,5943
阴茎有硬块,阴茎无力,0,5078
尿道有点痒,尿道会刺痛,0,7467
有异味,有点儿短,0,4291
睾丸下垂,睾丸不一样大,0,5643
精液发黄,精液红色,0,4324
睾丸挫伤,睾丸特别疼,0,11232
溃疡,有点微痛,0,14753
睾丸挫伤,精索神经疼,0,3439
尿量少,总是想小便,0,7148
睾丸变小,睾丸发育小,1,5241
有点疼,老是起夜,0,5860
精液有血,精子是黄色,0,112
睾丸扭转,睾丸胀,0,8252
睾丸萎缩,睾丸一个高一个低,0,15711
小便出血,小便后有白色的东西,0,4736
尿里有泡沫,尿尿会分叉,0,13851
阴茎有硬块,阴茎有些痒,0,7053
阴茎有异味,阴茎变大,0,8634
尿浑浊,总是想小便,0,10169
包皮红肿,龟头上面有小红点,0,5141
龟头上有黑点,龟头上有疙瘩,1,3222
尿不尽,尿无力尿不尽,1,7092
小便出血,尿尿口痒,0,5602
龟头充血不足,龟头白色垢,0,14890
射精痛,射精无力没快感,0,6160
尿道口刺痛,尿道灼痛,1,4410
长疙瘩,白色疙瘩,1,12554
龟头痒,龟头发白,0,6163
包皮紧,包皮系带短,0,6356
包皮紧,包皮包龟头特别紧,1,16196
龟头有小痘痘,龟头上有许多红点点,1,8803
精液有异味,精液颜色发黑,0,2824
精液像果冻,精子果冻状发黄,1,2945
阴茎撕裂,阴茎充血不足,0,1834
尿不尽,小便尿分叉,0,14207
尿有灼热感,尿尿的时候尿道口特别疼,0,13508
包皮紧,包皮一圈疼,0,3897
尿里有泡沫,老撒尿,0,13577
精子成活率低,精子有点黄,0,10630
有异味,有点无力,0,3036
龟头出血,龟头破皮,0,6771
尿道口流脓,尿痛,0,14977
阴茎扭转,阴茎瘙痒,0,3134
精液像水一样,精液是褐色,0,7633
包皮水肿,阴茎脱皮,0,11408
阴茎扭转,阴茎弯,1,545
死精,精子块状,0,14773
包皮有点长,包皮垢增多,0,6068
尿频,一直痒,0,10006
包皮水肿,包皮上有红点,0,3948
硬度不够,勃起次数少,0,4847
尿量少,尿黄排尿少,1,13012
包皮水肿,包皮有粘连,0,13411
阴茎弯曲,阴茎勃起时龟头不硬,0,1984
尿多,小便尿痛,0,7048
排尿困难,尿尿次数多,0,8584
射精痛,射精很困难,0,10464
阴囊发凉,蛋蛋旁边全是黑毛,0,1033
肾虚,脑供血不足,0,14373
硬不起来,勃起困难硬度不够,1,4573
尿不尽,小便发白,0,3115
龟头有红斑,龟头有白色分泌物,0,1974
射精出血,射精速度快,0,13179
睾丸肿大,睾丸萎缩,0,2308
阴茎增粗,阴茎有异味,0,9744
阴茎有异味,阴茎太粗,0,4210
尿有异味,黄尿,0,1101
尿浑浊,小便是红色的,0,15787
阴茎增大,阴茎头痒,0,333
阴茎短小,勃起一下就皮了,0,4631
龟头出不来,龟头不红,0,2888
脱皮,干皮,0,11361
包皮水肿,包皮里面有红点,0,10722
龟头上有黑点,龟头涨涨,0,3392
精液像水一样,精液黄,0,7786
下体有异味,生殖器有白斑,0,3367
龟头疼,龟头一碰就疼,1,14829
阴茎有异味,阴茎充血,0,9815
射精无力,射精不痛快,0,6663
射精无力,勃起撸三五下就射精,0,11785
睾丸一个大一个小,睾丸皮上长了个疙瘩,0,5557
阴囊肿大,阴囊经常出汗,0,7368
尿等待,排尿慢,1,2735
尿里有泡沫,尿尿的时候也疼,0,1855
尿痛,小便多,0,15348
精液有血,精液稠,0,183
睾丸有点硬,睾丸发黏,0,11643
精液粘稠,精子黄,0,5963
有点肿,有点腹胀,0,13338
尿胀,小便有尿滴白,0,5372
前列腺疼,前列腺轻大,0,1655
尿道有点痒,尿道口发炎,0,11008
精液像水一样,精液跟水一样,1,3651
尿里有泡沫,尿尿不干静,0,4543
龟头敏感,敏感度比较高,1,5368
尿道口流脓,白色的液体流出,0,8205
精液像果冻,精子太稀,0,16152
尿道口流脓,流出黄色的东西,0,11047
阴茎短小,勃起时龟头不硬,0,275
射精无力,射精没有力,1,2407
龟头充血不足,阴茎充血,0,11371
龟头上有黑点,龟头有疙瘩,1,11437
淋巴结肿大,腺管堵塞,0,863
下面痒,大腿根部发黑,0,6695
阴茎折断,阴茎发育短,0,5689
黄色的,有点透明,0,9743
龟头上有黑点,龟头有点疼,0,11665
龟头溃烂,龟头有些溃疡破皮,1,7459
没有晨勃,看片都不硬,0,8128
精子有颗粒,射精时不舒服,0,11563
精液量少,精子有点淡黄色,0,15847
龟头发紫,龟头上有一点红,0,7336
尿有灼热感,有点不举,0,12427
龟头有小疙瘩,阴茎红,0,781
阴茎增大,阴茎太短小,0,5054
阴囊肿大,阴囊有时候会潮湿,0,11324
肾虚,尿动力不足,0,8590
龟头有白色分泌物,尿道流出白色液体,1,3755
精液发黄,精液带血?,0,9766
小腹疼,肚子也疼,1,3784
睾丸扭转,睾丸鹌鹑蛋大小?尿频?憋尿,0,7236
龟头出血,龟头有白带,0,9987
睾丸变小,睾丸不生精,0,1866
龟头红肿,阴茎硬醒了就睡不着,0,3528
龟头疼,龟头发臭,0,1637
阴囊发凉,睾丸发热,0,2036
阴茎短小,勃起时向上弯曲,0,15181
精液有血,精液里带血,1,6736
龟头有珍珠疹,包皮上有小白点,1,3060
阴茎水肿,阴茎变长,0,7447
长疙瘩,小肉刺,1,7515
龟头有白色分泌物,尿道口偶尔有粘液,0,6980
阴茎折断,阴茎变长,0,4652
阴茎撕裂,阴茎歪了,0,5450
精液像水一样,精液是黄色的,0,809
睾丸痒,睾丸肿胀,0,9003
排尿困难,尿尿发红,0,2323
精液有血,精液有果冻样,0,10618
小便出血,小便不净,0,2925
小便出血,小便时有血,1,13992
包皮垢,包皮老痒,0,8806
不射精,射精快??,0,1481
精液有血,精液果冻状,0,12599
没有以前硬,中途有点软,0,10926
阴囊痒,阴囊上有破裂,0,11177
死精,精液味,0,7157
阴茎撕裂,阴茎胀痛,0,15474
射精痛,射精没有以前有力了,0,9531
包皮痒,包皮污垢,0,4496
增生,前列舒乐,0,4353
阴茎过大,jj太大,1,8127
龟头有珍珠疹,龟头出不来,0,7455
阴茎弯曲,阴茎勃起来骚痒痒又短小,0,14155
阴茎增大,阴茎处张了一个豆,0,2762
包皮垢,包皮非常厚,0,1791
包皮痒,包皮太敏感,0,9769
不射精,勃起比较困难,0,14985
阴茎有硬块,阴茎坏死,0,2299
没有以前硬,勃起也无力,0,15803
记忆力减退,腰酸背痛怕冷,0,10773
性欲减退,射精很稀,0,9168
精子成活率低,精液黄,0,4899
有点肿,有点混浊,0,15744
射精出血,全程血精,1,3962
有异味,有点向左歪,0,16228
尿黄,精液不发黄,0,4791
尿道口刺痛,肛门有分泌物,0,7019
有点发炎,有点红??,0,2366
龟头有珍珠疹,龟头有红色斑点,1,1753
睾丸疼,睾丸总疼,1,9902
睾丸潮湿,鬼头下面潮湿,1,11716
龟头灼热,阴茎勃起不够坚硬,0,9461
尿道有点痒,尿完尿刺痛,0,9965
龟头灼热,阴茎勃起来骚痒痒又短小,0,4449
尿痛,小便的时候有白色液体,0,1254
睾丸有点硬,左侧蛋疼,0,8911
包皮垢,包皮红肿发痒,0,8040
睾丸疼,睾丸硬,0,5580
溃疡,有点频繁,0,7167
阴茎弯曲,阴茎就软了,0,4430
小便出血,小便有臭味,0,10200
睾丸挫伤,睾丸有点大,0,6406
有异味,有点褪皮,0,5786
包皮垢,包皮有黄色分泌物,1,3181
红肿,红班红点,1,10998
排尿困难,尿不频,0,8654
尿道口红肿,小便会刺痛,0,11910
尿频,感觉冷,0,7150
龟头有红斑,包皮有小疙瘩,1,3354
尿道口红肿,尿道口有点水肿,1,11824
尿无力,尿急憋不住尿,0,9257
龟头流脓,包皮红肿发痒,0,14040
龟头有珍珠疹,龟头很痒,0,1968
有异味,有点流血,0,10603
龟头结痂,龟头白色,0,750
阴茎有硬块,阴茎酸痛,0,8115
射精痛,射精无力倒,0,6801
包皮红肿,龟头有小点,0,4453
龟头有红点,龟头流水,0,9697
尿不尽,排尿疼痛,0,11673
阴茎水肿,阴茎不爱勃起,0,10927
钙化,黑色的东西,0,10565
阴茎有硬块,阴茎系带过长,0,8083
阴茎短小,勃起出不来,0,14982
射精痛,射精没敢觉,0,11091
阴茎有异味,阴茎不怎么勃起,0,7366
阴茎弯曲,阴茎增长增粗,0,9061
尿频,尿频尿分叉,1,8014
睾丸一个大一个小,睾丸有点肿,0,5645
尿浑浊,小便分叉,0,11391
精液有异味,精子异味,1,3086
阴茎扭转,阴茎充血不足,0,519
射精痛,射精没力气,0,7209
龟头灼热,阴茎黑,0,10581
阴茎短小,勃起一会就软了,0,221
龟头流脓,龟头有异味,0,4907
小腹坠胀,小腹涨排尿少,1,13612
黄色的,特别短,0,5833
尿有异味,尿尿混浊,0,9256
尿道流白色液体,尿尿有白的,0,15825
长疙瘩,白色的痘痘,1,2743
睾丸变小,睾丸硬块,0,9204
射精无力,射精不停,0,10291
尿无力,尿不尽分叉,0,10508
肾虚,胸闷气短,0,5444
记忆力减退,记忆力不好,1,14
精液有血,精液淡黄色,0,1549
射精痛,射精费劲,0,14352
死精,精子变稀,0,10500
尿痛,尿尿有烧灼感,0,12336
早射,发痒想射精,0,9554
粉刺,有颗粒状东西,1,12141
记忆力减退,脱发,0,1334
尿有灼热感,有点红色,0,7832
下面痒,阴囊不痒,0,5923
尿道有点痒,少量分泌物,0,8245
阴茎疼,鸡巴好痛,1,9759
尿多,小便后有血,0,10392
阴茎扭转,阴茎发凉,0,538
肉芽,小小的疙瘩,1,1398
射精出血,性生活过短,0,9160
红肿,生殖器有异味,0,11041
脱皮,鬼头发红,0,10880
尿有灼热感,小便黄,0,5892
睾丸胀,睾丸有灼热感表皮结痂,0,6381
睾丸挫伤,睾丸有点疼痛,0,6277
增生,前列腺大,0,10448
有点发炎,有点粘液,0,4024
龟头流脓,龟头边缘发紫,0,7490
有异味,潮湿异味,1,8981
不射精,没射龟头软,0,11474
阴茎扭转,阴茎有些短小,0,15700
睾丸潮湿,睾丸皮上都要毛,0,15941
睾丸下垂,睾丸下坠痛,1,13096
尿道口刺痛,尿道口分泌物流出,0,15627
睾丸痒,睾丸囊肿???,0,12311
阴茎短小,勃起时龟头不硬,0,5569
睾丸潮湿,睾丸硬,0,2081
阴囊痒,大腿根部有小拇指指甲盖大小的硬块,0,9537
阴茎增大,阴茎发臭,0,11971
硬不起来,老硬不起来,1,4198
精液粘稠,精子很浓,1,12769
睾丸扭转,睾丸疼?,0,4701
阴茎短小,做爱中途疲软,0,11741
尿不尽,尿痛,0,12848
记忆力减退,四肢发抖无力,0,44
龟头发紫,龟头发青,1,10359
精液像水一样,精子比较稀,1,14677
阴囊发凉,睾丸变小,0,5106
睾丸有点硬,睾丸用手一捏就疼,0,11196
尿胀,小便有白带,0,7736
肉芽,小肉点,1,4166
阴囊红肿,睾丸右下边疼,0,5773
精液像水一样,精液很臭,0,10081
阴茎增粗,阴茎小了,0,9977
射精无力,射精出不来,0,8647
阴茎弯曲,阴茎左偏,0,12534
钙化,尿液味道特别重,0,5919
尿道口红肿,尿道口有脓,0,11046
溃疡,有点歪,0,10086
小腹坠胀,有乏力,0,15007
不射精,无法正常勃起,0,11011
小肉球,一个肉刺,1,3111
阴囊脱皮,睾丸疼痛,0,5685
睾丸扭转,睾丸正常都下垂,0,6689
早射,放进去就射了,1,15907
粉刺,白色泌物,0,8904
睾丸胀,睾丸坠胀,1,6675
红肿,生殖器血管破裂,0,15366
尿失禁,小便泡沫多,0,10938
排尿困难,感射不出来,0,10346
小腹坠胀,小腹不坠涨,0,6443
阴茎增粗,阴茎变长,0,410
龟头有白色分泌物,尿道口不适,0,6069
阴茎增粗,阴茎弯,0,447
龟头出不来,龟头发氧,0,15251
精液像果冻,精液带黄色,0,8234
阴茎疼,阴茎头痒,0,3912
精液量少,精子成块状,0,3042
阴茎扭转,阴茎勃起不给力,0,7904
性欲减退,射精不够硬,0,14397
尿多,小便热,0,1291
硬度不够,勃起也很快,0,6010
阴囊肿大,阴囊出汗,0,10948
睾丸一个大一个小,睾丸一阵一阵疼,0,4997
睾丸变小,睾丸好疼,0,6669
睾丸胀,睾丸有点涨痛,1,13173
龟头疼,龟头有时插阴道软,0,5310
尿量少,黑点点,0,702
阴茎短小,勃起硬度也不行,0,5710
肉芽,筋疙瘩,1,711
龟头有颗粒,乳白色的东西,0,10124
尿里有泡沫,小便没有血,0,15297
阴茎扭转,阴茎异常勃起,0,3871
死精,精子果冻块,0,1754
包皮红肿,龟头发红,1,2003
尿里有泡沫,小便分岔,0,7062
包皮痒,包皮有点疼,0,12355
龟头有小痘痘,龟头上褶皱,0,14945
阴囊发凉,睾丸下坠疼,0,7854
性欲减退,射精不痛,0,8312
性欲减退,抽插时间短,0,3117
阴茎增粗,阴茎不是很硬,0,488
阴茎疼,小弟弟有点小,0,6683
尿多,小便一直是黄色的,0,3403
阴茎扭转,阴茎增长,0,13655
包皮红肿,龟头有点儿痒,0,10671
尿道流白色液体,尿尿时排出乳白色渣子,1,2340
脱皮,红肿痒痒,0,12757
睾丸有点硬,阴囊一大一小,0,12387
精液量多,精子想水,0,9032
龟头有红斑,包皮裂口,0,8738
长疙瘩,小白斑,1,7203
阴茎增大,阴茎起不来,0,3444
小肉球,有个小疙瘩,1,2160
溃疡,龟头发紫,0,3264
精子成活率低,精子是淡黄色,0,11111
睾丸胀,睾丸腾,0,6772
龟头脱皮,龟头上有水泡,0,14071
尿里有泡沫,尿尿很疼,0,1620
龟头结痂,龟头有点儿痒,0,12370
尿频,牵拉的感觉,0,1015
精液有异味,精液混浊,0,819
睾丸一个大一个小,睾丸那里疼,0,3603
尿道口红肿,尿道口刺痛,0,8791
前列腺疼,前列腺增大,0,5528
尿道流白色液体,尿胆红素,0,10990
龟头灼热,阴茎不起,0,3692
小肉球,软疙瘩,1,11286
阴囊痒,阴囊一大一小,0,605
记忆力减退,脱发,0,6
龟头有红斑,龟头凉凉,0,10878
睾丸下垂,睾丸隐隐痛,0,1401
尿失禁,小便刺疼,0,14549
精液有血,精子颗粒状,0,155
精液量多,精子呈黄色,0,3949
阴茎折断,阴茎有点肿,0,10505
阴囊痒,阴囊凉,0,14968
射精无力,射精无力快,1,14751
龟头灼热,阴茎短,0,10708
阴茎过大,阴茎勃起时弯曲,0,2985
尿急,小便分岔,0,3901
有点疼,有一点点痛,1,11570
龟头疼,龟头起红点,0,8874
睾丸胀,睾丸有些疼,0,10047
中途疲软,鸡鸡就软了,1,10824
小腹疼,左下腹疼痛,1,4094
睾丸有点硬,睾丸疼阴茎疼痒,0,13419
尿等待,小便尿不尽,0,15425
阴囊脱皮,睾丸凉,0,8683
腰酸乏力,小腹胀胀,0,1928
尿不尽,憋不住小便,0,14249
有点红,有点尿不净,0,8596
小便出血,小便时流白色的,0,6629
阴茎有异味,阴茎勃起疼痛,0,14633
尿频,刺痒感觉,0,8991
龟头流脓,龟头有点痒,0,6166
龟头出不来,龟头不坚挺皮软,0,8406
精液有异味,精液有果冻,0,3791
小肉球,一个小红包,1,13210
包皮红肿,包皮粘连,0,4546
精液有血,精子数量少,0,14197
精液量少,精子畸形率过高,0,9884
龟头敏感,龟头又大又硬,0,13664
记忆力减退,睡眠不好,0,97
阴茎增粗,阴茎有些痒,0,2924
尿量少,汗特别多,0,1765
硬度不够,勃起不坚射精无力,1,7457
尿道流白色液体,尿尿很臭,0,7608
龟头有珍珠疹,龟头有小痘痘,1,14089
下体有异味,尿异味,0,8167
龟头红肿,阴茎痒,0,2804
精液粘稠,尿出精子,0,15270
精子有颗粒,射精酸痛,0,11649
红肿,大腿根瘙痒,0,15287
溃疡,有点浓,0,7180
