症状a,症状b,label,index
囊肿,有点刺痒,0,15906
尿频,感觉很快,0,6588
睾丸萎缩,睾丸提一下有个小包,0,5521
排尿困难,尿不出来,1,9000
中途疲软,硬度不够中途疲软,1,10019
小腹坠胀,双腿乏力,0,1132
睾丸肿大,睾丸痛,0,10605
精子有颗粒,射精无快感了??,0,8185
阴茎短小,勃起龟不硬,0,3513
钙化,尿有泡沫,0,5052
尿道有点痒,一点儿分泌物,0,1513
阴茎增粗,阴茎勃不起,0,428
包皮水肿,包皮严重肿痛,1,3254
有点发炎,有点异味,0,1240
精子成活率低,精子清,0,15618
尿多,小便次数特别多,1,8563
尿有灼热感,有点小红点,0,4163
阴茎扭转,阴茎有点弯,1,523
尿胀,小便后滴血,0,3405
阴囊发凉,睾丸右边疼,0,14410
溃疡,龟头红痒,0,14681
阴茎扭转,阴茎尿尿会疼,0,12347
睾丸肿大,睾丸发热,0,9972
睾丸变小,睾丸有小疙瘩,0,10805
性欲减退,射精有一次带血,0,2377
睾丸有点硬,左侧睾丸有点大,0,2960
有点肿,有点上火,0,708
睾丸潮湿,阴囊痛,0,2139
射精无力,射精后出血,0,13103
小肉球,有好多小疙瘩,1,13099
射精出血,性生活没有,0,11252
尿道口红肿,尿道小便时灼热感,0,6362
钙化,白白的东西,0,4647
粉刺,白色点,1,5400
睾丸潮湿,无潮湿,0,14815
阴茎弯曲,阴茎有点痒,0,12978
射精无力,射精子快,0,12995
精液有血,尿里带血,0,15435
肾虚,恶心,0,7154
睾丸有异味,睾丸一边大一边小,0,8292
包皮痒,包皮脱皮,0,13385
尿分叉,小便也不疼,0,8137
龟头有红点,阴茎长歪,0,14384
溃疡,龟头脱皮,0,11610
尿黄,小便有泡沫,0,8461
死精,精液没味,0,14859
死精,弱精,0,11750
龟头灼热,阴茎包皮裂口,0,11704
睾丸萎缩,睾丸酸,0,13309
射精出血,无法进行性生活,0,1572
阴茎增粗,阴茎向右弯曲,0,15606
睾丸有点硬,睾丸有硬块,1,5494
睾丸下垂,阴囊下垂,1,11638
没有以前硬,硬度不是很好,1,1136
龟头有红点,阴茎歪了,0,9419
红肿,小鸡鸡瘙痒,0,1779
没有以前硬,中途软,0,10084
阴茎折断,阴茎快速增大,0,5933
射精无力,射精像果冻,0,8266
睾丸挫伤,睾丸两侧发痒,0,14363
尿道有点痒,尿道灼痛,0,5708
黄色的,有点像果冻,0,10233
硬度不够,勃起硬度不够硬,1,4838
尿道口流脓,龟头有分泌物,0,676
睾丸胀,睾丸下面痒,0,5630
阴囊红肿,睾丸特别小,0,5897
龟头出血,龟头下面一圈肉,0,12547
阴茎扭转,阴茎静脉漏,0,12653
精液量多,没硬就射了,0,1145
龟头脱皮,阴茎瘙痒,0,13025
尿道口流脓,尿道口发炎,0,5472
尿有异味,尿道瘙痒,0,6935
性欲减退,射精以后痛,0,596
尿道口刺痛,小便时疼痛,0,11532
阴茎水肿,阴茎充血,0,15721
精液像水一样,精液不液化,0,4369
射精无力,勃起刺激就想射精,0,6363
精子成活率低,精液也少,0,15196
龟头敏感,龟头太过于敏感,1,5010
龟头有颗粒,白色混浊,0,10837
尿黄,小便快,0,7438
包皮有点长,包皮裂口,0,8197
阴囊脱皮,腹股沟潮湿,0,12399
性欲减退,射精越来越快,0,5013
硬度不够,勃起不坚渤起困难,1,8018
尿失禁,小便便血,0,8087
睾丸有异味,"睾丸襄,肿",0,14962
红肿,痒??周围有点脱皮,0,3687
龟头脱皮,龟头发臭,0,6323
龟头有小疙瘩,阴茎长水泡,1,5970
龟头结痂,龟头老发炎,0,8383
精子成活率低,精液很粘稠,0,10743
睾丸萎缩,阴囊疼,0,8422
硬不起来,勃起时龟头不硬,1,3807
包皮痒,包皮也过长,0,7233
尿无力,小便后还会滴水,0,15672
睾丸潮湿,睾丸受伤,0,5172
阴茎水肿,阴茎粗大,0,2819
阴囊发凉,睾丸红,0,9342
阴茎过大,阴茎小了,0,5565
龟头有颗粒,小便一直是黄色的,0,16096
睾丸一个大一个小,睾丸没有下垂,0,8310
射精痛,尿管疼痛,0,9843
小腹坠胀,小腹经常痛,0,5243
精液有血,精子带血,1,126
手脚冰凉,掉头发?,0,4582
睾丸一个大一个小,睾丸有异味,0,7496
阴茎扭转,阴茎勃起不够坚硬,0,9001
睾丸挫伤,睾丸搞完疼,0,15431
红肿,阴囊外皮瘙痒,0,13192
射精无力,抽插时间短,0,10040
阴囊发凉,蛋蛋一大一小,0,13516
龟头有珍珠疹,龟头有点红点,1,4735
尿量少,上厕所就痛,0,12409
睾丸痒,睾丸酮流失,0,6657
包皮有点长,龟头有一片红,0,2613
长疙瘩,长了个肉疙瘩,1,679
龟头有小痘痘,阴茎上面有红点,1,8176
阴茎过大,阴茎不硬,0,6347
阴茎增大,阴茎短,0,10147
龟头脱皮,龟头下面一圈肉,0,10381
没有以前硬,勃起不慢,0,8900
阴茎过大,阴茎会痒,0,9269
前列腺疼,?前列腺肿胀,0,6460
虚汗,浑身没劲儿,0,3934
包皮紧,包皮还长,0,6485
精液量少,精子成活率底少精症,0,11266
龟头脱皮,龟头表面有点红,0,1970
腰酸乏力,腰酸腿酸,1,2279
有点疼,特疼,1,8410
粉刺,白色的痘痘,1,4684
有点发炎,有点味,0,13035
龟头红肿,阴茎软,0,14420
不射精,勃起一会儿就软了,0,11401
阴茎有异味,阴茎长了个疙瘩,0,8019
龟头有红斑,龟头痒痒,0,12875
阴茎弯曲,阴茎根部痒,0,4625
尿道口红肿,尿道也会疼,0,6844
龟头有红点,龟头就黄浓,0,12749
精液有血,精液像水一样,0,131
睾丸疼,左睾丸疼痛,1,2576
阴茎撕裂,阴茎短小包皮,0,2516
溃疡,有点尿不完,0,8854
尿胀,尿尿有臭味,0,2211
记忆力减退,腰疼记忆力下降,1,79
阴茎撕裂,阴茎包皮过长,0,9981
包皮水肿,包皮里面有异味,0,6569
阴囊肿大,大腿根疼痛,0,1695
有异味,有点黑,0,11928
阴茎水肿,小鸡鸡发红,0,12785
阴茎疼,鸡巴老大,0,6404
没有以前硬,阴茎勃不起来,0,12472
阴囊红肿,睾丸上有个肉疙瘩,0,4765
没有以前硬,硬度不好,1,12283
尿急,小便有点血,0,9696
包皮痒,包皮发紧,0,2818
龟头结痂,龟头流脓,0,4917
龟头灼热,阴茎经常勃起,0,8537
腰酸乏力,小腹不涨,0,12023
阴茎增大,阴茎特别短小,1,14895
小便出血,肾挫伤血尿,1,2956
尿黄,小便的时候疼,0,4595
硬不起来,一开始就硬不起来,1,7091
阴茎增粗,阴茎肿,0,14292
阴茎增粗,阴茎硬龟头不硬,0,2380
包皮紧,包皮口小粘连,0,6836
阴茎折断,阴茎麻木,0,2037
小腹疼,左边睾丸疼痛,0,11305
尿有灼热感,有点频繁,0,9156
龟头红肿,龟头涨涨,1,3425
包皮痒,包皮口变大,0,8630
射精无力,尿量不多,0,3632
早射,几下就想射了,1,9155
龟头结痂,龟头流血,0,1131
射精痛,射精有些无力,0,10454
精液有异味,小便黄有异味,0,11255
包皮有点长,龟头白色,0,8513
龟头痒,龟头太大,0,12070
尿胀,尿尿时有点刺痛,0,7795
射精痛,射精后没快感,0,3437
睾丸萎缩,阴囊发红发痒,0,10971
龟头结痂,龟头上褶皱,0,12147
睾丸萎缩,阴囊发凉,0,2859
龟头敏感,敏感神经太多,1,12531
虚汗,脱发,0,14430
龟头痒,龟头有红肿,0,7531
包皮有点长,龟头出过血,0,7119
尿道有点痒,尿道口下裂,0,9393
溃疡,有点过长,0,2640
没有晨勃,早上不硬,0,2288
不孕,不能硬,0,8814
龟头有颗粒,黄色的液体,0,12571
钙化,排尿疼,0,4617
睾丸下垂,睾丸有下坠,1,7149
阴茎增粗,阴茎特别小,0,480
包皮水肿,包皮口狭窄小,0,10049
龟头红肿,阴茎硬结,0,14001
阴茎有异味,阴茎发育不良,0,647
精液像水一样,精液的味道,0,14042
阴茎增粗,阴茎破皮,0,466
包皮水肿,包皮长,0,13958
尿等待,尿不黄,0,6810
排尿困难,尿费劲,1,780
没有以前硬,勃起不射精,0,12245
灼热,灼痛,1,14774
精子有颗粒,泌淋颗粒,0,4417
钙化,白色的斑,0,11272
精子成活率低,精液还很稀,0,6592
龟头有白色分泌物,白色的污垢,0,15833
脱皮,褪皮,1,9638
阴茎撕裂,阴茎根部痒,0,3753
尿里有泡沫,撒尿时疼,0,1786
肉芽,紫色的疙瘩,1,14013
精液有血,精液暗红色,1,166
阴茎短小,勃起了也不硬,0,10378
长疙瘩,小红泡,1,9069
射精出血,射精会痛,0,4621
记忆力减退,盗汗?,0,50
有异味,有点虚,0,5016
尿急,小便尿道痛,0,1823
龟头发紫,龟头发痒,0,7971
龟头有小疙瘩,龟头有水泡,1,10146
龟头上有黑点,龟头上有一片红,0,10498
脱皮,生殖器官变大,0,6499
龟头出血,龟头包皮,0,7248
龟头溃烂,龟头起小红点,0,10578
尿等待,尿频尿分叉,0,14370
阴茎折断,海绵体疼,0,1841
尿无力,小便后滴血,0,8533
精液有血,精子出血,1,15044
阴茎撕裂,阴茎回缩,0,14952
龟头发紫,龟头红肿,1,8579
溃疡,有点变小,0,12595
小腹疼,小腹左侧疼,1,13066
尿不尽,尿不白,0,7341
龟头溃烂,龟头上起红点,0,14711
尿急,小便不疼,0,13964
龟头有红点,阴茎上起了个疙瘩,1,4619
阴茎增粗,阴茎越来越小,0,423
睾丸萎缩,睾丸发黏,0,10355
粉刺,白色垢,0,3422
尿多,尿尿有血,0,4219
有点红,有点往下坠,0,11093
小肉球,有一个疙瘩,1,13943
尿失禁,小便有点出血,0,9293
尿分叉,小便有点黄,0,15291
尿痛,小便发黄有异味,0,2449
有点肿,红肿疼,1,1183
阴囊红肿,睾丸发黏,0,2844
龟头有红点,阴茎太细,0,3039
龟头有红斑,龟头有珍珠疹,1,8202
阴茎撕裂,阴茎有疙瘩,0,11228
包皮紧,包皮长了四五个紫红泡,0,14967
肉芽,小痘,1,5872
龟头痒,龟头有一块红,0,12357
睾丸胀,睾丸里有个疙瘩,0,13008
排尿困难,小便有味,0,2255
睾丸萎缩,睾丸下坠,0,5568
龟头敏感,敏感度低,0,10087
尿有灼热感,有点涨,0,12446
包皮痒,龟头发红,0,8059
精液粘稠,精子呈果冻状,0,11735
尿有异味,小便黄异味大阴嚷潮湿外阴瘙痒,1,7075
阴茎过大,阴茎出血,0,10076
不射精,性生活时间长,0,4740
龟头上有黑点,龟头有红疙瘩,1,2826
没有以前硬,勃起是不硬,0,1423
死精,精子发黄不液化,0,13784
精液有血,精液发黑,0,151
龟头有红点,龟头一圈红肿,0,4614
阴茎增大,阴茎会缩小,1,12663
龟头出血,龟头潮湿,0,13604
龟头灼热,阴茎插不进去,0,3947
睾丸萎缩,阴囊红肿,0,6717
长疙瘩,红色小疙瘩,1,5448
睾丸胀,睾丸肿胀疼痛,1,7951
包皮痒,包皮疼痒,1,13420
睾丸一个大一个小,睾丸坏死,0,8972
尿有异味,小便疼痛,0,6921
小肉球,血泡,1,16147
包皮痒,包皮口有裂口,0,12809
尿黄,晨尿发黄,1,14024
睾丸下垂,蛋蛋肿大,0,4813
精子成活率低,精液不粘稠,0,10375
睾丸潮湿,睾丸太小,0,15170
睾丸扭转,睾丸刺痛,0,9888
精液粘稠,精液变稀,0,15443
红肿,下体瘙痒,0,15981
睾丸疼,大腿内侧疼痛,0,10574
精液像果冻,精液是果冻状,1,13004
睾丸肿大,睾丸皮黑紫,0,15790
龟头敏感,龟头太敏感,1,14807
腰酸乏力,小腹经常痛,0,3325
睾丸变小,睾丸很凉,0,9140
阴茎有硬块,阴茎比较短,0,2590
小便出血,小便一直是黄色的,0,14081
包皮水肿,包皮肿胀,1,769
精子成活率低,精子很浓,0,7834
尿多,小便有血,0,6135
尿道口红肿,尿道口经常流白色液体,0,10030
睾丸挫伤,睾丸根部痒,0,1097
溃疡,有点胖,0,16142
尿不尽,尿不净,1,8888
腰酸乏力,腰有时候酸痛,1,13702
阴茎增大,阴茎不够硬,0,345
射精无力,射精无快感无力,1,7037
虚汗,出汗???特别爱出汗,1,2578
肥大,前列腺太硬,0,15204
龟头溃烂,龟头不肿,0,1663
精液像水一样,精液变成咖啡色了,0,2573
精液量少,精液不粘稠,0,11883
有点发炎,有点水肿,0,2806
钙化,尿液有血色,0,3397
包皮水肿,包皮肿了,1,16212
手脚冰凉,?耳鸣手脚冰凉,1,12820
阴茎增大,阴茎瘙的痒痒,0,16136
钙化,小便有泡泡,0,1343
龟头结痂,阴茎上面有红点,0,1575
尿无力,小便时尿道疼,0,4612
虚汗,浑身没劲,0,11560
腰酸乏力,射完精后浑身无力,0,6008
包皮痒,包皮特征,0,15513
尿黄,尿尿很黄,1,2326
睾丸疼,睾丸有个小疙瘩,0,7525
死精,精子很稀像水,0,15724
尿浑浊,尿尿有味,0,2174
尿分叉,小便很少,0,9338
龟头灼热,阴茎又大又粗又硬又粉红,0,1248
硬度不够,勃起很快,0,6059
硬不起来,还不硬,0,2404
射精出血,射精时间过长,0,8007
腰酸乏力,小肚子不舒服,0,11633
阴茎弯曲,阴茎硬结,0,5882
下面痒,大腿内侧发红,0,13569
龟头有红斑,龟头上长痘痘,1,15709
没有晨勃,?不硬,0,14330
龟头上有黑点,龟头长小红点,1,3801
包皮红肿,包皮肿了,1,12334
硬不起来,性生活的时候硬不起来,1,6898
硬度不够,勃起一会儿就软,0,12713
下面痒,大腿根部发红,0,15461
尿多,小便时有点疼,0,4078
硬不起来,硬不起了,1,4241
阴囊脱皮,阴囊有时会潮湿,0,1043
龟头有红斑,龟头起红点,1,5328
睾丸一个大一个小,睾丸上有小疙瘩,0,14074
包皮痒,包皮上有小口子,0,6920
囊肿,有点发红,0,9991
输精管缺如,输精管狭窄,0,15165
尿道口刺痛,尿道有白色液体,0,9637
有点疼,隐隐疼痛,1,7513
脱皮,皮肤瘙痒,0,6880
龟头有红点,龟头底下红红,1,13367
阴茎弯曲,阴茎勃起下弯,1,5251
尿道有点痒,尿道管痒,1,14417
肾虚,睡觉出虚汗,0,15753
阴茎撕裂,阴茎总是勃起,0,3261
尿道口红肿,尿道灼烧感,0,15568
尿道口刺痛,尿道口红外翻,0,9381
尿不尽,尿不来,0,14415
阴茎增大,阴茎就软了,0,5488
阴茎增粗,阴茎没有以前硬了,0,7897
尿痛,尿尿都疼,1,16117
精子成活率低,精液化不良,0,14381
尿频,感觉痛,0,15974
阴茎水肿,阴茎勃起慢,0,6941
阴茎短小,勃起有困难,0,245
尿胀,小便尿不尽,0,10386
睾丸潮湿,阴囊上有很多小点点,0,3019
性欲减退,提不起精神,0,1144
龟头脱皮,龟头大,0,3915
尿里有泡沫,小便有分叉,0,2755
阴茎增大,阴茎红痒,0,353
龟头脱皮,龟头流脓,0,9329
阴茎撕裂,阴茎弯,0,12687
尿分叉,尿尿少,0,7956
阴茎过大,阴茎长痘,0,8269
记忆力减退,四肢无力,0,10
阴茎短小,勃起不坚中途疲软,0,10000
尿频,感觉快感不如以前,0,7435
睾丸痒,睾丸附近阵阵疼,0,11151
射精痛,射精量很大,0,14772
龟头有珍珠疹,龟头上面有小红点,1,4321
下体有异味,股癣有异味,1,13937
精液粘稠,精子结节,0,5130
尿有灼热感,尿热,1,13031
中途疲软,孙子软了,0,8295
阴囊脱皮,睾丸破裂,0,3081
龟头溃烂,龟头痒,0,11602
钙化,絮状物,0,4618
龟头有小痘痘,龟头肿,0,759
性欲减退,射精无力?乏力,0,1951
龟头灼热,阴茎太敏感,0,2984
脱皮,红肿痒,0,4891
硬度不够,勃起不射精,0,11309
没有以前硬,勃起不持久,0,7540
阴茎过大,阴茎短,0,7324
红肿,生殖器畸形,0,4852
黄色的,有点早射,0,7140
尿胀,小便想一个劲得解解得少,0,15365
射精痛,射精没有感觉,0,11791
龟头充血不足,肾阳不足,0,15826
射精无力,射精时间太长,0,8862
睾丸肿大,睾丸张疙瘩,0,9811
阴茎折断,阴茎裂口,0,14276
精液有血,精液是土黄色,0,10022
精子成活率低,精液过少,0,15156
溃疡,龟头上有小白点,0,4503
阴囊脱皮,阴囊比较潮湿,0,14702
尿无力,小便慢,0,6860
射精痛,小腹疼痛,0,6904
小便出血,尿尿也不疼,0,7768
肉芽,长了一颗小痘痘,1,7284
龟头流脓,龟头明感,0,9348
龟头敏感,龟头敏感太强,1,11942
阴茎短小,勃起没那么硬,0,13298
尿有异味,黄绿色分泌物,0,10928
有异味,有点发白,0,11430
龟头有小疙瘩,阴茎上有粉刺,1,14522
尿失禁,小便无力,0,7765
睾丸一个大一个小,睾丸就疼,0,13021
睾丸潮湿,睾丸下面潮湿,0,9718
尿黄,尿尿有灼烧感,0,2228
红肿,红肿脱皮,1,3419
阴茎过大,阴茎变长,0,1954
尿道有点痒,尿道口刺痛,0,3661
睾丸疼,睾丸有积液,0,14186
小肉球,火疙瘩,1,14400
睾丸潮湿,阴囊痒脱皮,0,11243
龟头流脓,龟头就黄浓,1,733
龟头充血不足,阴茎海绵体受伤,0,15765
睾丸扭转,睾丸发红,0,4211
有异味,有点血丝,0,11575
阴茎撕裂,阴茎勃起不给力,0,13034
龟头溃烂,龟头还有点疼,0,10538
尿不尽,睡前尿不尽,1,7239
肉芽,长了一个红疙瘩,1,15983
脱皮,潮湿发痒,0,938
阴茎增大,阴茎珠,0,383
有点疼,老是头晕,0,1723
有点肿,有点红黄色,0,3324
记忆力减退,多梦记忆力下降,1,35
硬不起来,勃起时间也短,0,11032
精子有颗粒,射精无快感?,0,1536
龟头有红斑,龟头有白色物体,1,11758
尿道口刺痛,小便疼痛,1,13400
精液像水一样,精液很多,0,6444
包皮紧,包皮严重肿痛,0,2825
包皮垢,包皮过长??,0,14889
精子有颗粒,射精有红色,0,2753
睾丸疼,睾丸发红,0,10589
龟头出血,龟头漏不出来,0,1709
性欲减退,射精无力无快感,0,13801
阴茎扭转,阴茎能增大,0,526
肉芽,长了个大包,1,12087
下体有异味,生殖器痛,0,10132
硬度不够,勃起费劲,0,11021
性欲减退,射精挺快,0,13492
龟头有小疙瘩,阴茎有点疼,0,10296
阴茎疼,阴茎太细,0,10931
阴茎有异味,阴茎变小,0,14981
精液有血,精子出现红色,1,163
尿无力,小便等待,0,5574
精液有血,精液也少,0,192
龟头结痂,龟头很红,0,9594
尿胀,小便时出血,0,12898
尿黄,小便完疼痛,0,10891
包皮紧,包皮内庠,0,4796
尿黄,尿道口有黄色液体,0,16077
脱皮,脱皮干裂,1,3144
龟头上有黑点,鬼头起皮,0,10636
龟头有水泡,鸡巴长痘痘,1,14795
尿道口刺痛,尿道口有息肉,0,16124
睾丸下垂,右侧睾丸肿大,0,1027
龟头结痂,龟头裂口,0,16009
阴茎扭转,阴茎变小,0,3009
尿多,小便时有点痒,0,13973
尿急,控制不住射的太快,0,12454
睾丸胀,睾丸隐疼,0,15076
性欲减退,不能射,0,6031
尿道口刺痛,撒尿尿道刺痛,1,813
睾丸挫伤,睾丸比以前小了,0,14204
尿失禁,小便不利,0,7188
有点红,有一点痒,0,1286
尿道流白色液体,尿里有潜血,0,12007
尿等待,尿频?尿等待尿不尽尿分叉,1,616
阴茎有硬块,阴茎硬龟头不硬,1,4348
小便出血,尿尿起泡,0,11691
尿道有点痒,尿道口侧面有浓,0,6922
龟头灼热,阴茎硬醒了就睡不着,0,5168
包皮红肿,龟头起皮,0,8438
睾丸潮湿,睾丸下垂,0,12020
龟头有红点,龟头有酥麻感,0,3296
尿有灼热感,有点小红点子,0,15849
阴茎折断,阴茎上有小痘痘,0,8995
睾丸潮湿,阴囊很痒,0,1318
尿痛,小便有血,0,5868
睾丸有异味,阴道有异味,0,5335
没有以前硬,勃起缓慢?中路疲软?硬度不坚,0,15594
龟头疼,龟头有两个红点,0,1166
龟头发紫,龟头上小红点,0,10287
阴茎增粗,阴茎包皮肿,0,2440
龟头疼,阴茎根部瘙痒,0,6482
精液有异味,精液有黄颗粒,0,8523
睾丸萎缩,阴囊有积水,0,13826
精液发黄,精子比较黄,1,11636
阴囊有疙瘩,阴囊发痒,0,7520
下体有异味,生殖器不爱硬,0,12975
小肉球,红点??疙瘩,1,6191
阴茎短小,勃起不射,0,7503
龟头有红点,阴茎一直不硬,0,4649
龟头红肿,阴茎发烫,0,11550
龟头流脓,龟头还有点疼,0,7404
尿里有泡沫,尿尿少,0,7462
阴囊肿大,阴囊有些潮湿,0,12761
睾丸一个大一个小,睾丸坠胀,0,13760
尿量少,尿尿会分叉,0,13763
尿量少,老是有尿意,0,11720
尿有灼热感,有点冷,0,9756
囊肿,有点微疼,0,3193
脱皮,发红水肿,0,6229
阴茎疼,阴茎太长,0,7560
尿无力,尿尿急,0,11365
钙化,尿里面有泡沫,0,13383
包皮红肿,包皮出现裂口,0,14869
下面痒,有点白,0,3342
龟头有小痘痘,龟头老发炎,0,13665
尿里有泡沫,尿尿的时候还疼,0,7251
阴茎增粗,阴茎小,0,398
硬度不够,勃起时间特别短,0,7580
硬度不够,硬度不如从前,1,1837
精液量少,精液里有果冻状,0,1404
排尿困难,总感觉想尿尿,0,1612
尿无力,小便次数特别多,0,12517
精液量多,精子畸形率过高,0,13911
包皮红肿,包皮有裂痕,0,814
记忆力减退,记忆力差,1,58
阴茎短小,勃起了不射精,0,11861
尿有灼热感,有点不硬,0,12067
尿有灼热感,有点胀,0,10426
睾丸肿大,睾丸一侧疼,0,9595
龟头充血不足,龟头小会变火,0,6837
尿失禁,小便潜血,0,15771
睾丸有点硬,睾丸提一下有个小包,0,11136
精液有异味,精子颗粒物,0,11123
阴茎水肿,阴茎敏感度高,0,4110
长疙瘩,红班红点,1,4718
龟头脱皮,龟头有点小,0,11901
龟头灼热,阴茎不勃,0,15358
阴茎增大,阴茎粗大,0,1430
小肉球,绿豆大的疙瘩,1,12817
小便出血,小便时候疼,0,1563
肾虚,精神压力大,0,11033
包皮水肿,包皮里面痒,0,9581
阴茎有硬块,阴茎瘙痒,0,9258
睾丸痒,睾丸一边大一边小,0,5391
射精痛,腹疼痛,0,16131
龟头溃烂,龟头上长红点,0,6577
尿道口红肿,尿道口有流脓,0,6011
龟头发紫,龟头充血,1,11476
阴茎撕裂,阴茎下表皮发红疼痛,0,2719
尿道口流脓,白色的透明,0,11482
没有以前硬,硬起来硬度不够,1,3023
有异味,有点红黄色,0,1476
肉芽,白豆豆,1,12501
腰酸乏力,腰酸腰疼,0,3822
龟头发紫,龟头白色,1,1361
阴囊有疙瘩,包皮有小疙瘩,0,13028
尿多,小便时出血,0,13194
硬不起来,想做都硬不起来,1,5638
包皮紧,包皮有一圈水肿,0,10160
尿有异味,小便快,0,5797
阴囊痒,睾丸皮脱皮,0,13178
睾丸扭转,睾丸往下坠,0,10746
尿多,小便会疼,0,11263
阴茎增粗,阴茎冰凉,0,486
尿多,小便有点混浊,0,15222
小肉球,长了个米粒一样的小疙瘩,1,9226
虚汗,虚汗多梦,1,13294
阴茎有异味,阴茎会缩短,0,15069
射精出血,晨尿出血,0,8837
包皮红肿,龟头泛白,1,3189
尿无力,小便时刺痛,0,6805
睾丸肿大,睾丸会痛,0,11854
睾丸肿大,睾丸不一样大,0,3971
精子成活率低,精子特别多,0,3027
精液有异味,阴囊有异味,0,2947
阴茎水肿,阴茎勃走来10分钟软了,0,8036
硬度不够,勃起困难硬度不够,1,7800
硬不起来,中途疲劳,0,1206
脱皮,大腿内侧瘙痒,0,7686
钙化,尿液发黄?尿,0,5118
龟头疼,龟头会痒,0,2179
精液粘稠,精子密度低,0,12692
尿里有泡沫,小便有点不舒服,0,6242
性欲减退,射精特别少,0,3823
包皮垢,包皮流血,0,12538
尿道口刺痛,尿道流脓,0,1685
增生,前列腺有点帐痛感,0,4256
精液粘稠,精子成颗粒状,0,6325
阴茎有硬块,阴茎非常短小,0,10316
精液量少,精子是黄色,0,5064
小便出血,小便次数有点多,0,14849
尿分叉,小便会痛,0,7876
精子有颗粒,射精没有以前有力了,0,9099
龟头发紫,龟头上长痘痘,0,9841
包皮垢,龟皮垢,1,9720
阴茎扭转,阴茎水肿,0,524
灼热,轻微刺痛,0,14282
龟头有白色分泌物,龟头有分泌物,1,1787
阴茎短小,中途会疲软,0,10001
有异味,有点硬块,0,14131
阴茎有硬块,阴茎硬了,0,15934
包皮有点长,包皮有些肿,0,12647
阴茎增大,阴茎勃起不行,0,8508
龟头疼,龟头有点歪,0,9096
龟头出血,龟头过敏,0,1522
龟头有红斑,阴茎上面有红点,1,3880
包皮紧,包皮发炎,0,3973
阴茎增粗,阴茎头痒,0,446
射精无力,射精无感,0,8141
睾丸潮湿,睾丸附近阵阵疼,0,15268
龟头充血不足,感觉敏感,0,8231
中途疲软,做爱就软了,1,2848
睾丸潮湿,睾丸左边大,0,7337
阴囊发凉,睾丸就疼,0,10974
有点发炎,有点骚痒,0,15637
